serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents,monthly_income_imputed
0,0.907022331,46,0,0.348667478,9042.0,6,0,2,0,3.0,18000.0
0,0.091199432,59,0,0.569105691,4796.0,16,0,2,0,1.0,8600.0
0,0.061226998,58,0,0.380499284,9773.0,8,0,1,0,1.0,4566.0
0,0.9999999,55,1,1047.0,9666.0,2,1,1,0,0.0,9666.0
0,0.033628786,47,1,0.190009794,8167.0,19,0,1,0,3.0,12958.0
0,0.129336241,58,0,0.6160260320000001,4916.0,9,0,2,0,1.0,17560.0
0,0.457121089,80,0,0.521363967,19237.0,7,0,3,0,0.0,0.0
0,0.7046476759999999,23,0,0.020989505,2000.0,2,0,0,0,0.0,8916.0
0,0.333989604,64,0,0.416111541,6454.0,9,0,1,0,0.0,4322.0
0,0.949531363,52,2,0.677772907,6842.0,15,0,1,0,3.0,7100.0
0,0.098842352,52,0,0.081317844,5250.0,5,0,0,0,0.0,3000.0
0,0.200641831,56,0,0.148646847,7500.0,8,0,1,0,1.0,4566.0
0,0.021407738,51,0,1130.0,3000.0,13,0,1,0,0.0,3000.0
0,0.9269528130000002,61,0,1467.0,3000.0,5,0,1,0,0.0,3000.0
0,0.115099631,43,0,0.34488689,7558.0,11,0,2,0,3.0,26062.0
0,0.8762585479999998,45,1,0.4965005,7000.0,5,0,1,0,1.0,3000.0
0,0.045952153,59,0,226.0,3800.0,12,0,0,0,0.0,3800.0
0,0.001679601,79,0,0.007569386,3566.0,7,0,0,0,1.0,5800.0
0,0.0,50,0,0.378817014,13000.0,6,0,2,0,4.0,18000.0
0,0.203535609,49,0,0.15350997,3660.0,5,0,1,0,1.0,3000.0
0,0.9999999,77,0,5.0,17500.0,1,0,0,0,0.0,17500.0
0,0.380117308,62,0,5629.0,10400.0,23,0,5,0,0.0,10400.0
0,0.033486826000000004,59,0,0.233598539,7666.0,17,0,0,0,0.0,0.0
0,0.006084976999999999,47,0,0.00119994,6666.0,6,0,0,0,3.0,4000.0
0,0.0,45,0,0.26295986600000004,7175.0,6,0,1,0,2.0,6600.0
0,0.54640803,41,1,744.0,5400.0,4,0,0,0,0.0,5400.0
0,0.047558696,62,0,0.342176086,2600.0,9,0,1,0,1.0,4322.0
0,0.002455429,50,0,0.289703316,4583.0,7,0,1,0,1.0,0.0
0,0.0,57,0,0.609855863,5133.0,13,0,2,0,0.0,6088.0
0,0.15776842300000002,36,0,0.735397383,3132.0,9,0,2,0,0.0,17560.0
0,0.392232916,54,0,5111.0,4000.0,14,0,2,0,1.0,4000.0
0,0.8953897429999998,50,1,866.0,3000.0,5,0,0,0,3.0,3000.0
0,0.052233487,59,0,0.181105577,12246.0,9,0,1,0,1.0,4322.0
0,0.0,46,1,0.120625398,11000.0,9,0,1,0,0.0,4322.0
0,0.291077005,33,0,1850.0,26062.0,11,0,2,0,0.0,26062.0
0,0.0,31,0,0.312076436,9000.0,4,0,1,0,2.0,4187.0
0,0.080836033,72,0,0.8752499,2500.0,10,0,3,0,0.0,7300.0
0,0.03745876,51,0,0.442719261,2382.0,9,0,1,0,0.0,4322.0
0,1.00559944,35,0,0.27504659800000003,17167.0,9,0,2,0,3.0,17560.0
0,0.114588349,33,0,0.6781133640000001,4833.0,8,0,2,0,0.0,3166.0
0,0.033904439,53,0,0.561676211,11000.0,8,0,1,0,4.0,4566.0
0,0.252334755,41,0,0.152282495,8608.0,8,0,0,0,0.0,1300.0
0,0.418269755,61,0,1268.0,3000.0,5,0,1,0,1.0,3000.0
0,0.14433000699999998,39,0,0.665673259,3690.0,11,0,1,0,0.0,5400.0
0,0.852959157,63,1,0.5729654470000001,7900.0,24,0,1,0,0.0,9083.0
0,0.150923272,81,0,0.214224507,3500.0,5,0,1,0,0.0,3000.0
0,0.460753821,58,0,0.512282434,8100.0,6,0,2,0,0.0,18000.0
0,0.573178713,32,0,0.385108086,3746.0,9,0,0,0,3.0,5000.0
0,0.862062278,66,0,0.121644324,29166.0,13,0,1,0,0.0,3000.0
0,0.245187952,60,0,5161.0,750.0,18,0,1,0,0.0,750.0
0,0.225877412,46,0,0.314521112,4854.0,2,0,1,0,2.0,9666.0
0,0.0,41,0,997.0,4187.0,4,0,1,0,1.0,4187.0
0,0.373863266,48,0,0.259606373,3200.0,6,0,0,0,0.0,4000.0
0,0.0075561069999999985,73,0,0.003747658,1600.0,3,0,0,0,0.0,4593.0
0,0.395321982,60,0,4671.0,26062.0,11,0,2,0,1.0,26062.0
0,0.016332789,48,2,1.71685543,1500.0,6,1,2,0,2.0,18000.0
0,0.149566087,54,0,0.42582897,4583.0,6,0,1,0,0.0,6600.0
0,0.9999999,38,0,0.636671078,6800.0,11,0,1,0,0.0,5400.0
0,0.9999999,50,2,1.338932214,3333.0,5,0,2,0,2.0,6500.0
0,0.375864343,56,0,0.278036598,20820.0,5,0,2,0,3.0,6500.0
1,0.8001998,32,0,0.659817352,2189.0,4,2,0,2,1.0,5400.0
0,0.08658338800000001,72,0,0.101042331,4700.0,17,0,0,0,0.0,0.0
0,0.994003997,24,0,0.04395604400000001,1000.0,2,0,0,0,0.0,8916.0
0,0.01478545,69,0,34.0,4000.0,6,0,0,0,0.0,4000.0
0,0.441977705,61,0,0.598332702,10555.0,11,0,4,0,0.0,13750.0
0,0.058103129,50,0,0.5215426329999999,6637.0,12,0,3,0,1.0,8500.0
0,0.078148112,53,0,0.373481166,6583.0,10,0,1,0,3.0,1350.0
0,0.136818176,49,0,4815.5,1.0,14,0,1,0,5.0,6600.0
1,0.9999999,44,1,0.604059376,3300.0,3,0,1,2,5.0,2100.0
0,0.050559935,80,0,0.083958021,2000.0,10,0,1,0,0.0,1350.0
0,0.000591825,88,0,782.0,3000.0,5,0,1,0,1.0,3000.0
0,0.09261342300000001,36,1,0.24726570899999997,4662.0,4,1,1,0,1.0,4187.0
0,0.054572293,62,0,112.0,3000.0,5,0,0,0,0.0,3000.0
0,0.026586668,70,0,72.0,6389.0,11,0,0,0,0.0,6389.0
0,0.9999999,45,0,1.033251663,2856.0,2,0,1,0,0.0,9666.0
0,0.229356686,39,0,0.266564989,5900.0,10,0,1,0,2.0,1350.0
0,0.594026407,28,0,193.0,1300.0,8,0,0,0,0.0,1300.0
0,0.003849808,84,0,2.0,5400.0,4,0,0,0,0.0,5400.0
0,0.126709946,62,0,0.238213207,12916.0,20,0,1,0,0.0,5700.0
0,0.053472085,66,0,1855.0,4322.0,9,0,1,0,1.0,4322.0
0,0.498686696,35,0,1.164583734,5200.0,7,0,2,0,1.0,7117.0
0,0.014741125,52,0,25.0,4593.0,3,0,0,0,0.0,4593.0
0,0.010301229,60,0,0.264713622,11400.0,9,0,2,0,0.0,17560.0
0,0.364359075,48,0,0.368947293,7000.0,17,0,0,0,2.0,0.0
1,0.915394707,58,2,0.603046775,14900.0,14,0,6,0,0.0,4083.0
0,0.0,80,0,0.0,7591.0,4,0,0,0,0.0,5400.0
0,0.101793214,62,0,1192.0,7117.0,7,0,2,0,2.0,7117.0
1,0.701195219,34,1,0.059443394,3700.0,3,3,0,0,3.0,4593.0
0,0.153676872,43,0,0.063358733,50000.0,7,0,1,0,2.0,0.0
0,0.151302517,46,0,677.0,4187.0,4,0,1,0,0.0,4187.0
0,0.027377691000000003,68,0,0.636630232,3750.0,9,0,1,0,0.0,4322.0
0,0.03517931,30,0,0.295262115,5550.0,9,0,2,0,0.0,17560.0
0,0.165441728,63,0,0.17557193899999998,13156.0,7,0,1,0,1.0,0.0
0,0.298970875,47,0,0.125360508,5200.0,7,0,0,0,0.0,5800.0
0,0.30017524,45,1,1153.0,18000.0,6,0,2,0,0.0,18000.0
0,0.018432243,65,0,0.252797969,8666.0,11,0,3,0,0.0,7000.0
0,0.168930862,39,0,0.508659168,5600.0,4,0,1,0,0.0,4187.0
0,0.038641274,56,0,0.504483656,3456.0,3,0,1,0,0.0,2100.0
0,0.008084762,59,0,0.001589825,3144.0,4,0,0,0,1.0,5400.0
0,0.04027756,62,0,0.367351651,4330.0,15,0,1,0,1.0,7100.0
0,0.338176705,50,0,0.312114648,6000.0,10,0,0,0,1.0,3295.0
0,0.021069639,63,0,1619.0,4566.0,8,0,1,0,0.0,4566.0
0,0.000628355,45,0,9966.0,11003.0,17,0,3,0,2.0,11003.0
0,0.416337052,31,0,0.340116827,5306.0,9,0,1,0,1.0,4322.0
0,0.08951983699999999,68,0,179.0,5000.0,9,0,0,0,0.0,5000.0
0,0.000706664,37,0,0.087680045,7150.0,8,0,0,0,0.0,1300.0
0,0.390451346,46,0,0.603662751,8681.0,9,0,5,0,3.0,8916.0
0,0.9999999,46,0,0.168957761,4000.0,1,0,0,0,1.0,17500.0
0,0.277708892,67,0,0.064667291,3200.0,3,0,0,0,0.0,4593.0
0,0.073810962,74,0,0.918378679,1800.0,8,0,1,0,0.0,4566.0
0,0.282843674,64,0,0.599766082,4274.0,6,0,2,1,0.0,18000.0
0,0.557067481,25,1,0.149179158,1400.0,5,0,0,0,0.0,3000.0
0,0.365246651,29,0,0.172406132,4500.0,8,0,0,0,3.0,1300.0
0,0.9999999,39,1,0.6722212959999999,6000.0,5,0,2,0,2.0,6500.0
0,0.7779688809999998,49,0,1808.0,3800.0,12,0,0,0,0.0,3800.0
0,0.32791686,34,1,0.253539717,8333.0,8,0,2,0,1.0,3166.0
0,0.631343574,39,0,0.49696831,8740.0,12,0,4,0,0.0,10150.0
0,0.0,37,0,0.533362599,6833.0,10,0,2,0,0.0,4100.0
0,0.073386169,37,0,0.994594595,1664.0,10,0,1,0,3.0,1350.0
0,0.258093548,36,0,0.243533123,3169.0,5,0,0,0,0.0,3000.0
0,0.063882838,69,0,0.3860059220000001,6416.0,12,0,2,0,0.0,13900.0
0,0.005576709,48,0,4953.0,15000.0,10,0,4,0,0.0,15000.0
0,0.011342155,61,0,0.29847868,4666.0,7,0,1,0,3.0,0.0
0,1.036263639,37,0,0.496603774,3974.0,6,0,0,0,0.0,4000.0
1,0.011827873,43,1,0.492385787,6500.0,10,0,2,0,4.0,4100.0
0,0.088705154,47,3,2899.0,18000.0,6,0,2,0,0.0,18000.0
0,0.094336468,66,0,0.048409633,12166.0,6,0,0,0,0.0,4000.0
0,0.418325293,63,0,0.183465323,8333.0,8,0,1,0,0.0,4566.0
0,0.32951393100000004,55,2,0.394520771,12300.0,22,0,3,0,0.0,6060.0
0,0.55126498,34,1,0.316980415,5258.0,4,0,1,0,2.0,4187.0
0,0.0,67,0,3032.0,26062.0,11,0,2,0,0.0,26062.0
1,0.0,23,0,0.134054954,1200.0,4,0,0,0,0.0,5400.0
0,0.5593217970000001,48,0,0.225239448,9500.0,5,0,0,0,1.0,3000.0
0,0.018431397,65,0,0.254604994,2442.0,5,0,1,0,0.0,3000.0
0,0.9999999,62,0,1180.0,17500.0,1,2,0,0,0.0,17500.0
0,0.140549612,30,0,1116.0,0.0,7,0,1,0,0.0,0.0
0,0.065008317,43,0,0.212909943,9604.0,11,0,2,0,3.0,26062.0
1,0.9999999,48,0,0.0,6250.0,0,0,0,0,2.0,2400.0
0,0.206215779,42,0,2130.0,5400.0,11,0,1,0,0.0,5400.0
0,0.066859481,59,0,0.012335987,8916.0,8,0,0,0,1.0,1300.0
0,0.783440008,60,1,0.4591095670000001,9500.0,20,0,2,0,1.0,12500.0
1,0.9999999,44,3,871.0,4593.0,3,0,0,1,0.0,4593.0
0,0.84390033,34,0,0.154004999,9200.0,7,0,0,0,1.0,5800.0
0,0.8480063329999998,30,0,0.12163272800000001,10950.0,5,0,0,0,0.0,3000.0
0,0.036938187,45,0,1705.5,1.0,9,0,1,0,2.0,4322.0
0,0.0926563,62,1,0.481978427,3800.0,8,0,2,1,0.0,3166.0
0,0.626599614,43,0,0.226776277,8514.0,9,0,0,0,2.0,5000.0
0,0.5184844,54,0,0.448130894,8800.0,12,0,2,0,3.0,13900.0
0,0.911787579,44,0,0.344640083,3861.0,7,0,1,0,1.0,0.0
0,0.0,78,1,0.06531967900000002,3612.0,6,0,0,0,0.0,4000.0
0,0.063286411,59,0,0.564591181,4512.0,18,0,2,0,0.0,5715.0
0,0.023415024,66,0,0.01190696,10833.0,7,0,0,0,1.0,5800.0
0,0.424855548,48,0,0.8951317399999998,5730.0,11,0,2,0,0.0,26062.0
0,0.002470298,43,0,0.3845927670000001,3400.0,9,0,2,0,4.0,17560.0
0,0.04465281,88,0,0.27130762,5314.0,6,0,1,0,0.0,6600.0
0,0.242606054,37,2,0.337924906,4500.0,11,0,2,0,1.0,26062.0
0,0.0,63,0,1197.0,2100.0,3,0,1,0,0.0,2100.0
0,0.010680737,31,0,0.022391212999999997,7100.0,19,0,0,0,0.0,3591.0
0,0.11464786,72,2,0.117552979,2500.0,10,0,0,0,0.0,3295.0
0,0.201944096,53,0,2976.0,7701.0,6,0,3,0,0.0,7701.0
0,0.125154994,43,0,0.419830973,8400.0,7,0,1,0,0.0,0.0
0,0.279051955,52,0,2771.0,6600.0,6,0,1,0,0.0,6600.0
0,0.807498866,51,0,0.171441428,20000.0,8,0,0,0,1.0,1300.0
0,0.134107972,45,0,0.119452728,5700.0,4,0,0,0,2.0,5400.0
0,0.092845358,30,0,0.020362829,2700.0,3,0,0,0,0.0,4593.0
0,0.075730505,45,0,1280.0,3000.0,5,0,1,0,3.0,3000.0
0,0.076684532,69,0,0.6144058170000001,4400.0,14,0,1,0,0.0,6600.0
0,0.024871254,39,0,0.007665815,9000.0,10,0,0,0,0.0,3295.0
0,0.0,29,0,0.14311528699999998,2766.0,11,0,0,0,0.0,6389.0
0,0.729693695,39,0,0.517386231,4284.0,9,0,1,0,0.0,4322.0
0,0.190262991,70,0,0.615476905,5000.0,18,0,2,0,1.0,5715.0
0,0.0,45,1,0.374666158,10483.0,17,0,3,0,0.0,11003.0
0,0.453760053,65,0,0.362863714,10000.0,14,0,2,0,0.0,4000.0
0,0.115126285,85,0,0.026662223,6000.0,6,0,0,0,1.0,4000.0
0,0.581831615,67,0,0.301230378,2356.0,7,0,0,0,0.0,5800.0
0,0.718489728,26,0,0.432141617,2880.0,5,0,0,0,0.0,3000.0
0,0.060541285,48,0,0.367868727,5240.0,6,0,1,0,2.0,6600.0
0,0.047886229,63,0,0.06959345,7083.0,8,0,0,0,1.0,1300.0
0,0.0,59,0,736.0,5400.0,4,0,0,0,3.0,5400.0
1,1.00109989,36,3,0.508634794,5500.0,12,0,1,0,0.0,4500.0
0,0.155164818,54,0,0.516129032,5300.0,13,0,1,0,2.0,3000.0
0,0.9999999,36,1,0.206367162,6187.0,2,2,0,0,2.0,8916.0
0,0.057512574,61,0,0.022306548,19500.0,22,0,1,0,3.0,8420.0
0,0.369418721,41,0,0.247053541,8908.0,11,0,2,0,1.0,26062.0
1,0.822660695,27,1,0.519296141,5000.0,11,0,2,0,0.0,26062.0
0,0.34790704100000003,46,0,2004.0,0.0,7,0,1,0,0.0,0.0
0,0.195546402,50,1,0.7177137140000001,6000.0,13,0,2,0,2.0,6088.0
0,0.014774631000000003,55,0,0.182642487,16983.0,6,0,1,0,3.0,6600.0
0,0.0,73,0,0.176218127,3960.0,5,0,0,0,0.0,3000.0
0,0.003586749,60,0,17.0,3000.0,5,0,0,0,0.0,3000.0
0,0.240812014,40,0,0.05399568,7870.0,7,0,0,0,2.0,5800.0
0,0.076828281,63,0,0.286880466,5144.0,11,0,1,0,0.0,5400.0
0,0.000267426,50,0,0.397770219,5291.0,8,0,1,0,0.0,4566.0
1,0.081148564,28,0,0.236587804,3000.0,5,0,0,0,1.0,3000.0
0,0.38579246799999994,74,0,0.312982881,6600.0,14,0,1,0,0.0,6600.0
0,0.24399389,61,1,1.950819672,2500.0,9,0,2,0,0.0,17560.0
0,0.008041770999999998,77,0,0.004614675,2166.0,4,0,0,0,0.0,5400.0
0,0.269092363,23,0,0.07925024699999998,3040.0,3,0,0,0,0.0,4593.0
1,0.875555794,56,0,0.6751483620000001,12300.0,19,0,6,0,0.0,13400.0
1,0.004354711,46,0,0.165148398,6805.0,4,0,1,0,2.0,4187.0
0,0.459582198,25,0,0.018447348,1300.0,2,0,0,0,0.0,8916.0
0,0.15731727,58,0,0.664223851,1500.0,17,0,0,0,0.0,0.0
0,0.002790265,50,0,1.796135909,1500.0,8,0,1,0,1.0,4566.0
0,0.40625545,71,2,0.307491517,3830.0,9,0,0,0,0.0,5000.0
0,0.923688814,48,1,6428.0,11416.0,14,0,3,0,2.0,11416.0
0,0.0,75,0,0.5305867670000001,800.0,1,0,0,0,0.0,17500.0
0,0.9999999,33,0,0.32544261,5026.0,3,0,1,0,1.0,2100.0
0,0.162429571,54,0,0.347887584,16260.0,11,0,2,0,0.0,26062.0
0,0.028134074,41,0,0.441079846,7000.0,10,0,2,0,2.0,4100.0
0,0.35475427200000004,67,0,1815.0,4322.0,9,0,1,0,0.0,4322.0
0,0.9999999,51,0,0.16354780800000002,3900.0,6,0,1,0,1.0,6600.0
0,0.64148026,47,1,0.332423829,2198.0,7,0,0,0,2.0,5800.0
0,0.047742243,63,0,1232.0,4187.0,4,0,1,0,0.0,4187.0
0,0.65104985,58,1,0.4564054870000001,4300.0,10,0,0,0,2.0,3295.0
0,0.9999999,70,0,0.374625375,1000.0,3,0,0,0,0.0,4593.0
0,0.017521358,57,0,382.0,1350.0,10,0,1,0,0.0,1350.0
0,0.026288305,48,0,0.276075318,10833.0,4,0,1,0,2.0,4187.0
0,0.0299985,52,0,0.011075219,2166.0,8,0,0,0,2.0,1300.0
0,0.101377426,62,0,0.274172583,10000.0,7,0,2,0,0.0,7117.0
0,0.06069960200000001,61,0,0.091704421,6400.0,11,0,0,0,0.0,6389.0
0,0.450880539,50,0,0.502287748,5900.0,10,0,2,0,0.0,4100.0
0,0.24535093,43,0,0.441978961,6083.0,4,0,1,0,0.0,4187.0
0,0.8005481059999998,57,0,0.63269962,3944.0,12,0,0,0,0.0,3800.0
0,0.197709532,40,0,0.33969740600000004,2775.0,9,0,0,0,1.0,5000.0
0,0.061324533,44,0,0.508025815,6042.0,11,0,1,0,0.0,5400.0
0,0.371851259,38,1,0.412703583,3069.0,9,0,1,1,0.0,4322.0
0,0.160883125,37,0,850.0,3000.0,5,0,1,0,0.0,3000.0
0,0.02322768,48,0,0.184714328,6685.0,13,0,0,0,0.0,9400.0
0,0.005068986,61,0,0.431522916,11083.0,16,0,3,0,0.0,5843.0
0,0.07416165599999999,51,0,2112.0,26062.0,11,0,2,0,1.0,26062.0
0,0.558620595,53,0,0.935884178,2900.0,8,0,1,0,0.0,4566.0
0,0.014720588,82,0,68.0,0.0,6,0,0,0,0.0,4000.0
0,0.210883048,47,0,0.381475445,14110.0,18,0,5,0,0.0,10980.0
0,0.066499696,50,0,0.028398529,73700.0,11,0,1,0,2.0,5400.0
0,0.845288522,52,0,0.166332665,10977.0,5,0,1,0,1.0,3000.0
0,0.0,79,0,0.0,8916.0,2,0,0,0,0.0,8916.0
0,0.7763012179999998,67,0,409.0,5400.0,4,0,0,0,0.0,5400.0
0,0.057844374,59,0,0.543086172,4989.0,3,0,1,0,0.0,2100.0
0,0.457439022,50,0,0.456851885,5596.0,7,0,1,0,0.0,0.0
0,0.261699247,46,0,0.414055804,10500.0,10,0,2,0,4.0,4100.0
0,0.06377285099999999,48,0,0.8744375399999998,4666.0,9,0,3,0,1.0,16166.0
0,0.048529733,78,0,0.0030664620000000003,15000.0,8,0,0,0,0.0,1300.0
0,0.114038489,45,0,5587.0,17560.0,9,0,2,0,0.0,17560.0
0,0.015829212,87,0,0.422788606,2000.0,10,0,2,0,0.0,4100.0
0,0.228305823,51,0,0.317894495,8700.0,12,0,2,0,2.0,13900.0
0,0.008299585,60,0,3516.0,4187.0,4,0,1,0,0.0,4187.0
0,0.693011012,61,0,2353.0,4566.0,8,0,1,0,0.0,4566.0
0,0.070448058,71,0,0.160015804,7592.0,14,0,1,0,0.0,6600.0
0,0.07344816400000001,65,0,0.009776691,9000.0,4,0,0,0,1.0,5400.0
0,0.015968064,22,0,0.0,929.0,1,0,0,0,0.0,17500.0
0,0.019714895,78,0,0.018330278,6000.0,21,0,0,0,1.0,7000.0
0,0.266176376,66,0,293.0,3000.0,5,0,1,0,0.0,3000.0
0,0.470618791,61,1,0.377498572,1750.0,8,0,0,0,0.0,1300.0
0,0.008934588,61,0,965.0,3000.0,5,0,1,0,0.0,3000.0
0,0.9999999,46,0,0.556147951,3000.0,3,0,2,0,3.0,6841.0
0,0.013592089,80,0,11.0,4593.0,3,0,0,0,1.0,4593.0
1,0.5424915020000001,47,0,0.019281124,4200.0,1,0,0,0,1.0,17500.0
0,0.022180829,57,0,0.398286064,4900.0,13,0,1,0,1.0,3000.0
0,0.052265003,77,0,648.0,5400.0,11,0,1,0,0.0,5400.0
0,0.034990464,57,0,0.330382106,8583.0,16,0,2,0,0.0,8600.0
0,0.179621925,68,0,152.0,4593.0,3,0,0,0,0.0,4593.0
0,0.262701,50,0,0.224310276,2500.0,5,0,0,0,1.0,3000.0
0,0.027834639,78,0,1.4400911980000002,16666.0,22,0,12,0,1.0,19250.0
0,0.001040556,61,0,0.134601182,5415.0,5,0,0,0,6.0,3000.0
0,0.044607218,58,0,2529.0,6600.0,6,0,1,0,0.0,6600.0
0,0.128434863,42,0,0.023994001,4000.0,3,0,0,0,2.0,4593.0
0,0.0,54,0,0.7590567779999998,7590.0,5,0,2,0,0.0,6500.0
0,0.625593602,73,0,492.0,5400.0,4,0,0,0,0.0,5400.0
0,0.911188475,72,1,1.487102579,3333.0,10,0,1,1,0.0,1350.0
0,0.076282082,36,0,0.213146582,7210.0,4,0,1,0,0.0,4187.0
0,0.0999001,22,0,0.00487013,615.0,3,0,0,0,0.0,4593.0
0,0.856678342,54,1,0.382323232,17819.0,23,0,2,0,2.0,10959.0
0,0.119841075,53,0,0.217450795,9500.0,6,0,1,0,0.0,6600.0
0,0.018049098,47,0,0.269957819,6400.0,4,0,1,0,4.0,4187.0
0,0.042477494000000005,62,0,0.319951522,6600.0,20,0,1,0,0.0,5700.0
0,0.333722209,56,0,0.6319808029999999,4583.0,7,0,1,0,0.0,0.0
0,0.946866643,44,2,0.002459085,440000.0,2,0,0,1,0.0,8916.0
0,0.041960066,75,0,283.0,3000.0,5,0,0,0,0.0,3000.0
0,0.099643382,44,0,0.4125359770000001,3126.0,5,0,2,0,0.0,6500.0
0,0.098231827,44,0,7256.0,0.0,7,0,1,0,0.0,0.0
0,0.682289714,33,0,0.329223592,3000.0,10,0,0,0,0.0,3295.0
0,0.9999999,66,0,579.0,0.0,8,0,0,0,0.0,1300.0
1,0.9999999,33,0,0.11915233900000001,2500.0,0,7,0,0,0.0,2400.0
0,0.057198173,42,0,0.410766896,11200.0,11,0,2,0,3.0,26062.0
0,0.0,34,1,0.328550465,6132.0,6,0,2,0,0.0,18000.0
0,0.0,46,0,4021.0,7117.0,7,0,2,0,0.0,7117.0
0,0.024866084,68,0,0.21791488,6061.0,11,0,1,0,0.0,5400.0
0,0.408825978,25,0,0.039555864,1440.0,2,0,0,0,0.0,8916.0
0,0.0,79,0,198.0,4000.0,6,0,0,0,0.0,4000.0
1,0.7327120559999999,52,0,1.2604501609999998,7463.0,30,0,2,0,1.0,27083.0
0,0.0,38,0,1.5272945409999998,5000.0,8,0,2,0,2.0,3166.0
0,0.9999999,30,0,0.019433648,1800.0,2,0,0,0,0.0,8916.0
1,0.644875176,44,1,0.333610995,2400.0,12,0,0,0,0.0,3800.0
0,0.061496925,62,0,0.179251,8250.0,3,0,1,0,1.0,2100.0
0,0.034915947999999995,71,0,1839.0,0.0,7,0,1,0,0.0,0.0
0,0.0,36,0,0.106276151,3584.0,2,0,0,1,2.0,8916.0
0,0.21283147,59,0,3972.0,4100.0,10,0,2,0,0.0,4100.0
0,0.034262493,66,0,0.213546202,10334.0,6,0,1,0,4.0,6600.0
0,0.9999999,23,0,0.0,898.0,1,0,0,0,0.0,17500.0
0,0.799852177,43,0,0.379091198,6293.0,8,0,2,0,1.0,3166.0
0,0.010688918,84,0,5.0,8916.0,2,0,0,0,0.0,8916.0
0,0.016178586000000002,39,0,0.453692681,21000.0,17,0,2,0,2.0,12000.0
0,0.991192573,56,1,0.17936412699999998,5000.0,7,2,0,0,1.0,5800.0
0,0.0,50,0,2504.0,4187.0,4,0,1,0,1.0,4187.0
0,0.655196588,48,0,0.588702234,10833.0,16,0,2,0,3.0,8600.0
0,0.0006981,53,0,0.128989251,12000.0,6,0,1,0,0.0,6600.0
0,0.7891800859999999,43,0,0.17280320000000002,8500.0,6,0,1,0,0.0,6600.0
0,0.467582737,59,0,1248.5,1.0,9,0,1,0,0.0,4322.0
0,0.504922471,25,0,0.06437454299999999,4100.0,8,0,0,0,0.0,1300.0
0,0.039942047,47,0,0.428190476,2624.0,10,0,1,0,2.0,1350.0
0,0.0,47,0,0.24574248,6282.0,5,0,1,0,1.0,3000.0
0,0.129544208,39,0,0.106578684,5000.0,5,0,0,0,2.0,3000.0
1,0.0,70,1,678.0,3800.0,12,0,0,0,0.0,3800.0
0,0.29319438,60,0,209.0,4000.0,6,0,0,0,0.0,4000.0
0,0.193235956,40,0,0.607511399,8333.0,6,0,1,0,3.0,6600.0
0,0.8617069149999999,46,0,0.384106912,6958.0,6,0,2,0,4.0,18000.0
0,0.911817735,39,1,0.354692557,3089.0,4,0,0,0,2.0,5400.0
0,0.0,70,0,0.27076049,4575.0,5,0,1,0,1.0,3000.0
0,0.105421041,29,0,0.140039448,2534.0,3,0,0,0,0.0,4593.0
0,0.04085816,63,0,802.0,1300.0,8,0,0,0,0.0,1300.0
1,0.435085695,50,0,0.7455123839999998,4400.0,13,0,1,0,2.0,3000.0
0,0.105071877,40,0,0.318626546,5416.0,11,0,0,0,0.0,6389.0
0,0.196662921,55,0,0.508507279,5700.0,15,0,2,0,1.0,2000.0
0,0.177622279,52,0,0.8871391079999998,8000.0,15,0,5,0,3.0,7500.0
0,0.532699066,48,1,0.514689207,9700.0,15,0,2,0,2.0,2000.0
0,0.992751812,55,0,0.122302158,972.0,1,0,0,0,0.0,17500.0
0,0.042429195,60,0,0.014496376000000004,4000.0,2,0,0,0,0.0,8916.0
0,0.056097195,55,0,0.237784148,15000.0,3,0,2,0,2.0,6841.0
0,0.0,42,1,0.287624272,5833.0,8,0,2,0,3.0,3166.0
0,0.108578284,67,0,1655.0,1350.0,10,0,1,0,0.0,1350.0
0,0.0,41,0,26.0,0.0,4,0,0,0,0.0,5400.0
0,0.099211199,25,0,0.005999077,4333.0,2,0,0,0,0.0,8916.0
0,0.911435942,50,2,0.487162461,4517.0,5,1,1,0,2.0,3000.0
0,0.731683017,37,0,0.22517321,5195.0,12,0,1,0,1.0,4500.0
0,0.06448970400000001,40,0,0.007770541,8750.0,2,0,0,0,0.0,8916.0
0,0.049353138,35,0,0.520072716,6600.0,7,0,1,0,0.0,0.0
0,0.370063679,46,0,0.348739029,9000.0,8,0,2,0,2.0,3166.0
1,1.002035815,41,6,0.634897216,10166.0,15,0,2,1,2.0,2000.0
0,0.9999999,44,1,0.16316736699999998,5000.0,9,0,0,0,2.0,5000.0
0,0.012469855,84,0,0.001170047,5127.0,2,0,0,0,0.0,8916.0
0,0.458688621,24,0,0.087728068,4000.0,3,0,0,0,0.0,4593.0
0,0.0,44,0,0.040225829,1416.0,2,0,0,0,2.0,8916.0
0,0.366463354,63,0,0.15680270000000002,16000.0,7,0,3,0,1.0,0.0
0,0.172600571,56,1,0.392661508,11500.0,11,0,2,0,3.0,26062.0
0,0.451088022,32,0,0.027119458,16666.0,8,0,0,0,0.0,1300.0
0,0.049853372,53,0,81.0,1300.0,8,0,0,0,0.0,1300.0
